experiment_id,execution_attempt,sequence,run_id,task,model,condition,reset_state,repetition,run_purpose,functional_valid,semantic_pass,semantic_fail,architecture_applicable,architecture_violated,raw_architecture_violations,input_tokens,cache_creation_input_tokens,cache_read_input_tokens,total_input_tokens,total_output_tokens,model_wall_seconds,total_run_seconds,provider_cost_usd,total_tool_calls,exploration_calls,read_calls,grep_calls,glob_calls,bash_calls,edit_calls,write_calls,unique_files_read,unique_files_modified,files_reedited,ci_command_runs,test_command_runs,lines_added,lines_removed,net_lines,checkpoint_status,max_turn_status,run_status,eligible_for_analysis,reason_if_excluded,artifact_path,evidence_hash_if_available,notes
V1_ORIGINAL,1,,v1-T03-baseline,T03,Opus 7,C_BASELINE,NON_RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,489,113,376,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T03/baseline/,,"v1_condition_label=baseline; ci_pass=True; delta_loc_code=271; delta_loc_test=105; delta_tests=8; code_churn=497; test_churn=105; files_changed=9; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T03-baseline_reset,T03,Opus 7,C_BASELINE,RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,182,-71,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T03/baseline_reset/,,"v1_condition_label=baseline_reset; ci_pass=True; delta_loc_code=-70; delta_loc_test=-1; delta_tests=0; code_churn=290; test_churn=3; files_changed=7; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T04-afci,T04,Opus 7,C_AFCI,NON_RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,739,146,593,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T04/afci/,,"v1_condition_label=afci; ci_pass=True; delta_loc_code=451; delta_loc_test=142; delta_tests=9; code_churn=743; test_churn=142; files_changed=11; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T04-afci_reset,T04,Opus 7,C_AFCI,RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,72,5,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T04/afci_reset/,,"v1_condition_label=afci_reset; ci_pass=True; delta_loc_code=3; delta_loc_test=2; delta_tests=0; code_churn=147; test_churn=2; files_changed=7; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T04-baseline,T04,Opus 7,C_BASELINE,NON_RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,114,391,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T04/baseline/,,"v1_condition_label=baseline; ci_pass=True; delta_loc_code=284; delta_loc_test=107; delta_tests=8; code_churn=512; test_churn=107; files_changed=9; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T04-baseline_reset,T04,Opus 7,C_BASELINE,RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,73,7,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T04/baseline_reset/,,"v1_condition_label=baseline_reset; ci_pass=True; delta_loc_code=4; delta_loc_test=3; delta_tests=0; code_churn=150; test_churn=3; files_changed=8; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T05-afci,T05,Opus 7,C_AFCI,NON_RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,839,150,689,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T05/afci/,,"v1_condition_label=afci; ci_pass=True; delta_loc_code=507; delta_loc_test=182; delta_tests=13; code_churn=805; test_churn=184; files_changed=13; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T05-afci_reset,T05,Opus 7,C_AFCI,RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,73,16,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T05/afci_reset/,,"v1_condition_label=afci_reset; ci_pass=True; delta_loc_code=-3; delta_loc_test=19; delta_tests=3; code_churn=143; test_churn=19; files_changed=3; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T05-baseline,T05,Opus 7,C_BASELINE,NON_RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,530,116,414,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T05/baseline/,,"v1_condition_label=baseline; ci_pass=True; delta_loc_code=286; delta_loc_test=128; delta_tests=11; code_churn=518; test_churn=128; files_changed=10; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T05-baseline_reset,T05,Opus 7,C_BASELINE,RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,75,32,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T05/baseline_reset/,,"v1_condition_label=baseline_reset; ci_pass=True; delta_loc_code=-3; delta_loc_test=35; delta_tests=5; code_churn=147; test_churn=35; files_changed=3; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T06-afci,T06,Opus 7,C_AFCI,NON_RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,941,151,790,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T06/afci/,,"v1_condition_label=afci; ci_pass=True; delta_loc_code=575; delta_loc_test=215; delta_tests=15; code_churn=875; test_churn=217; files_changed=14; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T06-afci_reset,T06,Opus 7,C_AFCI,RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,73,77,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T06/afci_reset/,,"v1_condition_label=afci_reset; ci_pass=True; delta_loc_code=23; delta_loc_test=54; delta_tests=2; code_churn=169; test_churn=54; files_changed=3; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T06-baseline,T06,Opus 7,C_BASELINE,NON_RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,563,116,447,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T06/baseline/,,"v1_condition_label=baseline; ci_pass=True; delta_loc_code=302; delta_loc_test=145; delta_tests=12; code_churn=534; test_churn=145; files_changed=10; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T06-baseline_reset,T06,Opus 7,C_BASELINE,RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,73,50,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T06/baseline_reset/,,"v1_condition_label=baseline_reset; ci_pass=True; delta_loc_code=8; delta_loc_test=42; delta_tests=2; code_churn=154; test_churn=42; files_changed=3; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T07-afci,T07,Opus 7,C_AFCI,NON_RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039,167,872,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T07/afci/,,"v1_condition_label=afci; ci_pass=True; delta_loc_code=606; delta_loc_test=266; delta_tests=19; code_churn=938; test_churn=268; files_changed=15; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T07-afci_reset,T07,Opus 7,C_AFCI,RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,77,34,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T07/afci_reset/,,"v1_condition_label=afci_reset; ci_pass=True; delta_loc_code=7; delta_loc_test=27; delta_tests=7; code_churn=161; test_churn=27; files_changed=5; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T07-baseline,T07,Opus 7,C_BASELINE,NON_RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,583,132,451,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T07/baseline/,,"v1_condition_label=baseline; ci_pass=True; delta_loc_code=278; delta_loc_test=173; delta_tests=14; code_churn=542; test_churn=173; files_changed=10; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T07-baseline_reset,T07,Opus 7,C_BASELINE,RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,77,33,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T07/baseline_reset/,,"v1_condition_label=baseline_reset; ci_pass=True; delta_loc_code=11; delta_loc_test=22; delta_tests=4; code_churn=165; test_churn=22; files_changed=5; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T08-afci,T08,Opus 7,C_AFCI,NON_RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092,170,922,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T08/afci/,,"v1_condition_label=afci; ci_pass=True; delta_loc_code=656; delta_loc_test=266; delta_tests=19; code_churn=994; test_churn=268; files_changed=16; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T08-afci_reset,T08,Opus 7,C_AFCI,RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,79,-11,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T08/afci_reset/,,"v1_condition_label=afci_reset; ci_pass=True; delta_loc_code=-11; delta_loc_test=0; delta_tests=0; code_churn=147; test_churn=0; files_changed=2; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T08-baseline,T08,Opus 7,C_BASELINE,NON_RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,583,139,444,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T08/baseline/,,"v1_condition_label=baseline; ci_pass=True; delta_loc_code=271; delta_loc_test=173; delta_tests=14; code_churn=549; test_churn=173; files_changed=10; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T08-baseline_reset,T08,Opus 7,C_BASELINE,RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,79,-11,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T08/baseline_reset/,,"v1_condition_label=baseline_reset; ci_pass=True; delta_loc_code=-11; delta_loc_test=0; delta_tests=0; code_churn=147; test_churn=0; files_changed=2; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T09-afci,T09,Opus 7,C_AFCI,NON_RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403,170,1233,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T09/afci/,,"v1_condition_label=afci; ci_pass=True; delta_loc_code=897; delta_loc_test=336; delta_tests=23; code_churn=1235; test_churn=338; files_changed=17; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
